-,PONCT,NOUN,V,VER:pres,RNNinoperate,PUNCT
Rhin,N,PUNCT,CLS,ADV,RNNinoperate,ADP+DET
",",PONCT,PRON,CS,VER:pper,RNNinoperate,NOUN
des,P+D,VERB,CLS,PUN,RNNinoperate,ADP+DET
ingénieurs,N,ADV,V,PRO:PER,RNNinoperate,NOUN
des,P+D,DET,VPP,VER:pres,RNNinoperate,PUNCT
ponts,N,PUNCT,VPP,PRP,RNNinoperate,PRON
",",PONCT,PRON,P,DET:ART,RNNinoperate,ADV
qui,PRO,VERB,NC,NOM,RNNinoperate,VERB
n',ADV,ADP,P,PRP,RNNinoperate,DET
ont,V,DET,DET,DET:ART,RNNinoperate,NOUN
d',D,NOUN,NC,NAM,RNNinoperate,SCONJ
yeux,N,ADP,P,PRP,RNNinoperate,ADP
que,ADV,DET,NC,VER:infi,RNNinoperate,DET
pour,P,PROPN,P,DET:POS,RNNinoperate,NOUN
les,D,ADP,NC,NOM,RNNinoperate,CCONJ
autoroutes,N,VERB,PROREL,ADJ,RNNinoperate,DET
et,C,DET,V,KON,RNNinoperate,NOUN
le,D,ADJ,ADJ,ADJ,RNNinoperate,PUNCT
TGV,N,NOUN,NC,PRP,RNNinoperate,CCONJ
",",PONCT,CCONJ,DET,PRP:det,RNNinoperate,ADP
et,C,ADJ,ADJ,NOM,RNNinoperate,NOUN
d',P,ADP,N,ADJ,RNNinoperate,ADP
électricité,N,DET,P,ADJ,RNNinoperate,PROPN
de,P,NOUN,NC,KON,RNNinoperate,PUNCT
France,N,ADJ,VPP,PRP,RNNinoperate,PROPN
.,PONCT,ADJ,P,ADJ,RNNinoperate,VERB
EDF,N,CCONJ,DET,NOM,RNNinoperate,SCONJ
savait,V,ADP,NC,SENT,RNNinoperate,PRON
que,C,ADJ,NPP,PRP,RNNinoperate,VERB
c',CL,NOUN,PUNC,NUM,RNNinoperate,ADP
est,V,PUNCT,NPP,PUN,RNNinoperate,PRON
vers,P,ADP,PUNC,DET:POS,RNNinoperate,PUNCT
elle,PRO,NUM,P,NOM,RNNinoperate,ADJ
",",PONCT,PUNCT,NC,PRP,RNNinoperate,NOUN
grande,A,DET,P,DET:ART,RNNinoperate,ADP
utilisatrice,N,ADJ,NC,NOM,RNNinoperate,NOUN
d',P,ADP,PUNC,VER:impf,RNNinoperate,ADP
eau,N,DET,PROREL,VER:pper,RNNinoperate,VERB
pour,P,NOUN,N,DET:ART,RNNinoperate,DET
fabriquer,V,AUX,ADJ,NOM,RNNinoperate,NOUN
la,D,VERB,V,ADJ,RNNinoperate,ADJ
houille,N,DET,DET,PUN,RNNinoperate,CCONJ
blanche,A,NOUN,NC,VER:pper,RNNinoperate,ADP
ou,C,ADJ,CS,PUN,RNNinoperate,VERB
pour,P,PUNCT,P,VER:pres,RNNinoperate,DET
refroidir,V,NOUN,DET,PUN,RNNinoperate,NOUN
ses,D,PUNCT,NC,PRP,RNNinoperate,PUNCT
centrales,N,VERB,CC,PUN,RNNinoperate,SCONJ
",",PONCT,PUNCT,DET,VER:infi,RNNinoperate,DET
que,C,ADP,NC,VER:pper,RNNinoperate,NOUN
les,D,PUNCT,PUNC,PUN,RNNinoperate,ADJ
pouvoirs,N,VERB,CC,PRO:PER,RNNinoperate,PRON
publics,A,DET,P,VER:impf,RNNinoperate,VERB
se,CL,PUNCT,NC,VER:pper,RNNinoperate,ADP
tourneraient,V,PRON,P,VER:pper,RNNinoperate,ADP
afin,P,AUX,NPP,PRP:det,RNNinoperate,VERB
de,P,AUX,PUNC,NOM,RNNinoperate,DET
trouver,V,VERB,NPP,PRP,RNNinoperate,NOUN
des,D,ADJ,V,DET:ART,RNNinoperate,ADP
sources,N,NOUN,CS,NOM,RNNinoperate,NOUN
de,P,ADP,DET,PRP:det,RNNinoperate,ADJ
financement,N,DET,NC,NOM,RNNinoperate,PUNCT
extra-,PREF,NOUN,V,PRP:det,RNNinoperate,ADJ
budgétaires,A,DET,P,NOM,RNNinoperate,ADP
pour,P,NOUN,PRO,PRO:REL,RNNinoperate,DET
les,D,DET,PUNC,VER:impf,RNNinoperate,NOUN
canaux,N,NOUN,ADJ,ADJ,RNNinoperate,PUNCT
.,PONCT,PRON,NC,NOM,RNNinoperate,ADV
Aussi,ADV,AUX,P,DET:ART,RNNinoperate,PRON
s',CL,PROPN,NC,NUM,RNNinoperate,VERB
est,V,NOUN,P,NOM,RNNinoperate,PUNCT
-elle,CL,DET,VINF,PRP,RNNinoperate,PRON
évertuée,V,NUM,DET,NOM,RNNinoperate,VERB
à,P,NOUN,NC,VER:pper,RNNinoperate,ADP
torpiller,V,ADP,ADJ,PRP,RNNinoperate,VERB
tous,A,NOUN,CC,DET:ART,RNNinoperate,ADJ
les,D,VERB,P,NOM,RNNinoperate,DET
projets,N,ADP,VINF,NAM,RNNinoperate,NOUN
en,P,DET,DET,PUN,RNNinoperate,ADP
faveur,N,NOUN,NC,NAM,RNNinoperate,NOUN
de,P,PROPN,PUNC,PUN,RNNinoperate,ADP
Rhône,N,PUNCT,CS,PRP:det,RNNinoperate,PROPN
-,PONCT,PROPN,DET,NOM,RNNinoperate,PUNCT
Rhin,N,PUNCT,N,PRP:det,RNNinoperate,PROPN
.,PONCT,DET,ADJ,NOM,RNNinoperate,PUNCT
Ce,CL,NOUN,CLR,PUN,RNNinoperate,PRON
faisant,V,DET,V,PRO:REL,RNNinoperate,VERB
",",PONCT,NOUN,P,VER:subi,RNNinoperate,PUNCT
elle,CL,PUNCT,P,PUN,RNNinoperate,PRON
s',CL,PRON,VINF,VER:pres,RNNinoperate,PRON
est,V,NOUN,DET,VER:pper,RNNinoperate,AUX
attiré,V,PUNCT,NC,PUN,RNNinoperate,VERB
le,D,AUX,P,NOM,RNNinoperate,DET
courroux,N,NOUN,NC,KON,RNNinoperate,NOUN
du,P+D,PUNCT,V,PRP,RNNinoperate,ADP+DET
chef,N,NOUN,PUNC,DET:ART,RNNinoperate,NOUN
de,P,SCONJ,ADJ,NOM,RNNinoperate,ADP
l',D,ADP,P,KON,RNNinoperate,DET
état,N,DET,DET,DET:ART,RNNinoperate,NOUN
qui,PRO,NOUN,NC,ABR,RNNinoperate,PRON
avait,V,CCONJ,PUNC,PUN,RNNinoperate,AUX
dit,V,DET,ADV,KON,RNNinoperate,VERB
en,P,PROPN,ET,VER:subi,RNNinoperate,ADP
1989,N,PUNCT,ET,PUN,RNNinoperate,NUM
en,P,CCONJ,V,NOM,RNNinoperate,ADP
conseil,N,NOUN,PUNC,PRP,RNNinoperate,NOUN
des,P+D,PUNCT,CLS,NAM,RNNinoperate,ADP+DET
ministres,N,NOUN,VPP,SENT,RNNinoperate,NOUN
qu',C,ADP,P,ABR,RNNinoperate,SCONJ
EDF,N,PROPN,VINF,VER:impf,RNNinoperate,PROPN
avait,V,PUNCT,ADJ,KON,RNNinoperate,AUX
réalisé,V,PROPN,DET,VER:subi,RNNinoperate,VERB
un,D,VERB,NC,PUN,RNNinoperate,DET
“,PONCT,SCONJ,P,VER:pres,RNNinoperate,PUNCT
hold,ET,NOUN,N,PRP,RNNinoperate,X
-,PONCT,PUNCT,P,PRO:PER,RNNinoperate,PUNCT
up,ET,AUX,N,PUN,RNNinoperate,X
“,PONCT,ADP,PUNC,ADJ,RNNinoperate,PUNCT
sur,P,PRON,N,NOM,RNNinoperate,ADP
la,D,PUNCT,PUNC,ADJ,RNNinoperate,DET
compagnie,N,ADJ,PRO,PUN,RNNinoperate,NOUN
nationale,A,NOUN,V,NOM,RNNinoperate,ADJ
du,P+D,NOUN,PUNC,PRP,RNNinoperate,ADP+DET
Rhône,N,PUNCT,CLS,VER:infi,RNNinoperate,PROPN
en,P,NOUN,ET,DET:ART,RNNinoperate,ADP
ne,ADV,ADP,ET,NOM,RNNinoperate,ADV
rémunérant,V,VERB,V,ADJ,RNNinoperate,VERB
pas,ADV,DET,VPP,KON,RNNinoperate,ADV
correctement,ADV,NOUN,DET,PRP,RNNinoperate,ADV
les,D,ADJ,NC,VER:infi,RNNinoperate,DET
services,N,CCONJ,P,DET:POS,RNNinoperate,NOUN
rendus,V,ADP,NC,NOM,RNNinoperate,VERB
par,P,VERB,P,PUN,RNNinoperate,ADP
celle,PRO,DET,DET,KON,RNNinoperate,PRON
-,PONCT,NOUN,NC,DET:ART,RNNinoperate,PUNCT
ci,ADV,PUNCT,PROREL,NOM,RNNinoperate,NUM
.,PONCT,SCONJ,V,ADJ,RNNinoperate,PUNCT
Mr,N,DET,VPP,PRO:PER,RNNinoperate,NOUN
Mitterrand,N,NOUN,P,VER:cond,RNNinoperate,PROPN
s',CL,ADJ,N,KON,RNNinoperate,PRON
est,V,PRON,P,PRP,RNNinoperate,AUX
souvenu,V,VERB,N,VER:infi,RNNinoperate,VERB
aussi,ADV,ADP,P,PRP:det,RNNinoperate,ADV
du,P+D,ADP,N,NOM,RNNinoperate,ADP+DET
tour,N,VERB,ADJ,PRP,RNNinoperate,NOUN
de,P,DET,ADJ,NOM,RNNinoperate,ADP
passe,N,NOUN,NPP,ADJ,RNNinoperate,NOUN
-,PONCT,ADP,V,ADJ,RNNinoperate,PUNCT
passe,N,NOUN,VPP,PRP,RNNinoperate,VERB
du,P+D,ADJ,DET,DET:ART,RNNinoperate,ADP+DET
ministère,N,ADJ,PUNC,NOM,RNNinoperate,NOUN
des,P+D,ADP,ET,SENT,RNNinoperate,ADP+DET
finances,N,DET,PUNC,ADV,RNNinoperate,NOUN
qui,PRO,NOUN,ET,VER:pper,RNNinoperate,PRON
",",PONCT,PUNCT,PUNC,PUN,RNNinoperate,PUNCT
en,P,ADV,P,VER:pres,RNNinoperate,ADP
1985,N,NOUN,DET,PRO:PER,RNNinoperate,NUM
",",PONCT,PUNCT,NC,VER:pper,RNNinoperate,PUNCT
avait,V,AUX,ADJ,PRP,RNNinoperate,AUX
passé,V,PRON,P,VER:infi,RNNinoperate,VERB
à,P,VERB,NPP,PRO:IND,RNNinoperate,ADP
la,D,ADP,P,DET:ART,RNNinoperate,DET
trappe,N,VERB,ADV,NOM,RNNinoperate,NOUN
les,D,ADJ,VPR,PRP,RNNinoperate,DET
75,A,DET,ADV,NOM,RNNinoperate,NUM
millions,N,NOUN,ADV,PRP,RNNinoperate,NOUN
de,P,ADP,DET,NAM,RNNinoperate,ADP
francs,N,NOUN,NC,PUN,RNNinoperate,NOUN
promis,V,ADP,VPP,NAM,RNNinoperate,VERB
aux,P+D,PROPN,P,SENT,RNNinoperate,ADP+DET
élus,N,PUNCT,PRO,PRO:DEM,RNNinoperate,NOUN
alsaciens,A,NOUN,PUNC,VER:ppre,RNNinoperate,ADJ
par,P,PUNCT,ADV,PUN,RNNinoperate,ADP
le,D,DET,PUNC,PRO:PER,RNNinoperate,DET
chef,N,NOUN,NC,VER:futu,RNNinoperate,NOUN
de,P,PUNCT,NPP,PUN,RNNinoperate,ADP
l',D,PRON,ET,VER:pres,RNNinoperate,DET
état,N,VERB,ET,VER:pper,RNNinoperate,NOUN
pour,P,PUNCT,V,DET:ART,RNNinoperate,ADP
réaliser,V,AUX,VPP,NOM,RNNinoperate,VERB
une,D,ADV,ADV,PRP:det,RNNinoperate,DET
vingtaine,N,DET,P,NOM,RNNinoperate,NOUN
de,P,NOUN,N,PRP,RNNinoperate,ADP
kilomètres,N,DET,P,NOM,RNNinoperate,NOUN
de,P,NOUN,N,PUN,RNNinoperate,ADP
canal,N,ADP,PUNC,NOM,RNNinoperate,NOUN
à,P,NOUN,N,PRO:REL,RNNinoperate,ADP
grand,A,PUNCT,P,VER:impf,RNNinoperate,ADJ
gabarit,N,NOUN,N,VER:pper,RNNinoperate,NOUN
entre,P,PRON,P,PRP,RNNinoperate,ADP
Niffer,N,AUX,N,NUM,RNNinoperate,PROPN
et,C,VERB,PROREL,PRP,RNNinoperate,CCONJ
Mulhouse,N,ADP,PUNC,NOM,RNNinoperate,PROPN
.,PONCT,NUM,P,PRP:det,RNNinoperate,PUNCT
Il,CL,ADP,N,NOM,RNNinoperate,PRON
n',ADV,NOUN,PUNC,ADJ,RNNinoperate,ADV
a,V,DET,V,PUN,RNNinoperate,AUX
pas,ADV,NOUN,VPP,ABR,RNNinoperate,ADV
oublié,V,PRON,P,VER:impf,RNNinoperate,VERB
non,ADV,PUNCT,DET,VER:pper,RNNinoperate,ADV
plus,ADV,PROPN,NC,DET:ART,RNNinoperate,ADV
la,D,AUX,DET,PUN:cit,RNNinoperate,DET
période,N,VERB,DET,NOM,RNNinoperate,NOUN
de,P,DET,N,PUN,RNNinoperate,ADP
la,D,PUNCT,P,NOM,RNNinoperate,DET
cohabitation,N,VERB,NC,PUN:cit,RNNinoperate,NOUN
qui,PRO,PUNCT,VPP,PRP,RNNinoperate,PRON
avait,V,DET,P,DET:ART,RNNinoperate,AUX
vu,V,PUNCT,NC,NOM,RNNinoperate,VERB
",",PONCT,ADP,ADJ,ADJ,RNNinoperate,PUNCT
en,P,DET,P,PRP:det,RNNinoperate,ADP
1987,N,NOUN,DET,NAM,RNNinoperate,NUM
",",PONCT,ADJ,N,PRP,RNNinoperate,PUNCT
le,D,DET,P,ADV,RNNinoperate,DET
gouvernement,N,PROPN,DET,VER:ppre,RNNinoperate,NOUN
Chirac,N,ADP,NC,ADV,RNNinoperate,PROPN
décider,V,ADV,P,ADV,RNNinoperate,VERB
",",PONCT,VERB,VINF,DET:ART,RNNinoperate,PUNCT
sous,P,ADV,DET,NOM,RNNinoperate,ADP
la,D,ADV,NC,VER:pper,RNNinoperate,DET
pression,N,DET,P,PRP,RNNinoperate,NOUN
de,P,NOUN,NC,PRO:DEM,RNNinoperate,ADP
Mr,N,VERB,P,PUN,RNNinoperate,NOUN
Edgard,N,ADP,NC,ADV,RNNinoperate,PROPN
Faure,N,PRON,P,SENT,RNNinoperate,PROPN
",",PONCT,PUNCT,ADJ,ABR,RNNinoperate,PUNCT
un,D,PRON,NC,NAM,RNNinoperate,DET
mirifique,A,PUNCT,P,VER:futu,RNNinoperate,ADJ
développement,N,NOUN,NPP,PUN,RNNinoperate,NOUN
des,P+D,PROPN,CC,VER:pres,RNNinoperate,ADP+DET
voies,N,PRON,NPP,VER:pper,RNNinoperate,NOUN
navigables,A,PUNCT,PUNC,ADV,RNNinoperate,ADJ
françaises,A,AUX,CLS,PRP:det,RNNinoperate,ADJ
...,PONCT,VERB,N,NOM,RNNinoperate,PUNCT
Vite,ADV,ADV,ADJ,PRP,RNNinoperate,ADV
oublié,V,DET,V,NOM,RNNinoperate,VERB
faute,N,NOUN,ADV,PUN,RNNinoperate,NOUN
de,P,ADP,VPP,VER:pres,RNNinoperate,ADP
argent,N,NOUN,ADV,PRP:det,RNNinoperate,NOUN
.,PONCT,PUNCT,ADV,NOM,RNNinoperate,PUNCT
Le,D,VERB,DET,PRP:det,RNNinoperate,DET
président,N,DET,NC,NOM,RNNinoperate,NOUN
de,P,NOUN,P,PRO:REL,RNNinoperate,ADP
la,D,DET,DET,PUN,RNNinoperate,DET
république,N,NOUN,NC,PRP,RNNinoperate,NOUN
et,C,PRON,PROREL,NUM,RNNinoperate,CCONJ
le,D,PUNCT,V,PUN,RNNinoperate,DET
premier,A,ADP,VPP,VER:impf,RNNinoperate,ADJ
ministre,N,NUM,PUNC,VER:pper,RNNinoperate,NOUN
ont,V,PUNCT,P,PRP,RNNinoperate,AUX
donc,ADV,AUX,N,DET:ART,RNNinoperate,ADV
pris,V,VERB,PUNC,NOM,RNNinoperate,VERB
le,D,ADP,DET,DET:ART,RNNinoperate,DET
problème,N,DET,NC,NUM,RNNinoperate,NOUN
à,P,NOUN,NPP,NOM,RNNinoperate,ADP
l',D,DET,VINF,PRP,RNNinoperate,DET
envers,N,NUM,PUNC,NOM,RNNinoperate,NOUN
.,PONCT,NOUN,P,VER:pper,RNNinoperate,PUNCT
Au,P+D,ADP,DET,PRP:det,RNNinoperate,ADP+DET
lieu,N,NOUN,NC,NOM,RNNinoperate,NOUN
d',P,VERB,P,ADJ,RNNinoperate,ADP
annoncer,V,ADJ,NC,PRP,RNNinoperate,VERB
un,D,NOUN,NPP,DET:ART,RNNinoperate,DET
programme,N,VERB,NPP,NOM,RNNinoperate,NOUN
d',P,ADP,PUNC,PRP,RNNinoperate,ADP
extension,N,DET,DET,NOM,RNNinoperate,NOUN
des,P+D,NOUN,ADJ,PUN,RNNinoperate,ADP+DET
liaisons,N,ADP,NC,NOM,RNNinoperate,NOUN
fluviales,A,NOUN,P,PRP,RNNinoperate,ADJ
sans,P,PUNCT,NC,VER:infi,RNNinoperate,ADP
financement,N,NOUN,ADJ,DET:ART,RNNinoperate,NOUN
",",PONCT,ADP,ADJ,NOM,RNNinoperate,PUNCT
ils,CL,VERB,PUNC,PRP,RNNinoperate,PRON
ont,V,DET,ADV,NOM,RNNinoperate,AUX
appuyé,V,NOUN,VPP,PRP,RNNinoperate,VERB
le,D,ADP,N,NOM,RNNinoperate,DET
dispositif,N,NOUN,P,PRP,RNNinoperate,NOUN
qui,PRO,ADP,N,ADJ,RNNinoperate,PRON
consiste,V,NOUN,PUNC,NOM,RNNinoperate,VERB
à,P,ADP,DET,PRP,RNNinoperate,ADP
mettre,V,ADJ,NC,NAM,RNNinoperate,VERB
en,P,NOUN,P,KON,RNNinoperate,ADP
place,N,ADP,DET,NAM,RNNinoperate,NOUN
un,D,PROPN,NC,SENT,RNNinoperate,DET
financement,N,CCONJ,CC,PRO:PER,RNNinoperate,NOUN
automatique,A,PROPN,DET,VER:futu,RNNinoperate,ADJ
",",PONCT,PUNCT,ADJ,PUN,RNNinoperate,PUNCT
à,P,PRON,N,VER:pres,RNNinoperate,ADP
l',D,NOUN,V,ADV,RNNinoperate,DET
abri,N,PUNCT,ADV,VER:pper,RNNinoperate,NOUN
des,P+D,AUX,VPP,ADV,RNNinoperate,ADP+DET
coupes,N,ADV,DET,ADV,RNNinoperate,NOUN
de,P,VERB,NC,DET:ART,RNNinoperate,ADP
la,D,ADV,P,NOM,RNNinoperate,DET
direction,N,ADV,DET,PRP,RNNinoperate,NOUN
du,P+D,DET,NC,DET:ART,RNNinoperate,ADP+DET
budget,N,NOUN,PUNC,NOM,RNNinoperate,NOUN
",",PONCT,ADP,P,PRO:REL,RNNinoperate,PUNCT
et,C,DET,N,VER:impf,RNNinoperate,CCONJ
ils,CL,NOUN,P,VER:pper,RNNinoperate,PRON
se,CL,PRON,VINF,PUN,RNNinoperate,PRON
sont,V,AUX,DET,PRP,RNNinoperate,AUX
gardés,V,VERB,NC,NUM,RNNinoperate,VERB
de,P,PUNCT,P,PUN,RNNinoperate,ADP
publier,V,ADP,NC,DET:ART,RNNinoperate,VERB
une,D,NUM,P,NOM,RNNinoperate,DET
liste,N,PUNCT,NC,NAM,RNNinoperate,NOUN
de,P,DET,ADJ,VER:infi,RNNinoperate,ADP
réalisations,N,NOUN,P,PUN,RNNinoperate,NOUN
avec,P,PROPN,NC,PRP,RNNinoperate,ADP
un,D,VERB,PUNC,DET:ART,RNNinoperate,DET
échéancier,N,PUNCT,CLS,NOM,RNNinoperate,NOUN
rigoureux,A,ADP,V,PRP,RNNinoperate,ADJ
.,PONCT,DET,VPP,ABR,RNNinoperate,PUNCT
Hormis,P,NOUN,DET,NAM,RNNinoperate,ADP
pour,P,ADP,NC,NAM,RNNinoperate,ADP
le,D,PROPN,PROREL,PUN,RNNinoperate,DET
dragage,N,PROPN,V,DET:ART,RNNinoperate,NOUN
de,P,PROPN,P,ADJ,RNNinoperate,ADP
la,D,PUNCT,V,NOM,RNNinoperate,DET
Saône,N,DET,P,PRP:det,RNNinoperate,PROPN
en,P,ADJ,N,NOM,RNNinoperate,ADP
amont,N,NOUN,DET,ADJ,RNNinoperate,NOUN
de,P,DET,NC,ADJ,RNNinoperate,ADP
Chalon,N,NOUN,ADJ,PUN,RNNinoperate,PROPN
-,PONCT,ADJ,PUNC,VER:simp,RNNinoperate,PUNCT
sur,P,ADJ,P,VER:pper,RNNinoperate,ADP
-,PONCT,PUNCT,DET,NOM,RNNinoperate,PUNCT
Saône,N,ADV,NC,PRP,RNNinoperate,PROPN
"(",PONCT,VERB,P,NOM,RNNinoperate,PUNCT
173,D,NOUN,NC,SENT,RNNinoperate,NUM
millions,N,ADP,P,DET:ART,RNNinoperate,NOUN
de,P,NOUN,DET,NOM,RNNinoperate,ADP
francs,N,PUNCT,NC,PRP,RNNinoperate,NOUN
")",PONCT,DET,P,DET:ART,RNNinoperate,PUNCT
et,C,NOUN,NC,NOM,RNNinoperate,CCONJ
pour,P,ADP,PUNC,KON,RNNinoperate,ADP
la,D,DET,CC,DET:ART,RNNinoperate,DET
liaison,N,NOUN,CLS,NUM,RNNinoperate,NOUN
Niffer,N,CCONJ,CLR,NOM,RNNinoperate,PROPN
-,PONCT,DET,V,VER:pres,RNNinoperate,PUNCT
Mulhouse,N,ADJ,VPP,ADV,RNNinoperate,PROPN
"(",PONCT,NOUN,P,VER:pper,RNNinoperate,PUNCT
453,D,AUX,VINF,DET:ART,RNNinoperate,NUM
millions,N,ADV,DET,NOM,RNNinoperate,NOUN
de,P,VERB,NC,PRP,RNNinoperate,ADP
francs,N,DET,P,NOM,RNNinoperate,NOUN
")",PONCT,NOUN,NC,PUN,RNNinoperate,PUNCT
que,PRO,ADP,P,NOM,RNNinoperate,SCONJ
Mr,N,NOUN,DET,SENT,RNNinoperate,NOUN
Mitterrand,N,PUNCT,NC,PRP:det,RNNinoperate,PROPN
a,V,NOUN,ADJ,NOM,RNNinoperate,AUX
personnellement,ADV,PUNCT,PUNC,ADJ,RNNinoperate,ADV
souhaité,V,DET,P,PUN,RNNinoperate,AUX
voir,V,NOUN,P,VER:infi,RNNinoperate,VERB
engagés,V,NOUN,DET,DET:ART,RNNinoperate,VERB
dès,P,PUNCT,NC,NOM,RNNinoperate,ADP
1990,N,VERB,P,ADJ,RNNinoperate,NUM
",",PONCT,DET,DET,PUN,RNNinoperate,PUNCT
tant,ADV,NOUN,NPP,NOM,RNNinoperate,ADV
il,CL,NOUN,P,PRP:det,RNNinoperate,PRON
veut,V,PUNCT,NC,NOM,RNNinoperate,AUX
réaliser,V,NOUN,P,ADJ,RNNinoperate,VERB
à,P,DET,N,PRP,RNNinoperate,ADP
petits,A,NOUN,PUNC,NOM,RNNinoperate,ADJ
pas,N,ADJ,P,PUN,RNNinoperate,NOUN
et,C,ADP,PUNC,PRO:PER,RNNinoperate,CCONJ
par,P,NOUN,N,VER:pres,RNNinoperate,ADP
les,D,PUNCT,PUNC,VER:pper,RNNinoperate,DET
deux,A,PRON,DET,DET:ART,RNNinoperate,NUM
bouts,N,AUX,N,NOM,RNNinoperate,NOUN
ce,D,VERB,P,PRO:REL,RNNinoperate,DET
raccordement,N,DET,NC,VER:pres,RNNinoperate,NOUN
de,P,NOUN,PUNC,PRP,RNNinoperate,ADP
la,D,PRON,CC,VER:infi,RNNinoperate,DET
France,N,VERB,P,PRP,RNNinoperate,PROPN
au,P+D,ADP,DET,NOM,RNNinoperate,ADP+DET
réseau,N,VERB,NC,DET:ART,RNNinoperate,NOUN
à,P,ADP,NPP,NOM,RNNinoperate,ADP
grand,A,NOUN,PUNC,ADJ,RNNinoperate,ADJ
gabarit,N,DET,NPP,PUN,RNNinoperate,NOUN
européen,A,NOUN,PUNC,PRP,RNNinoperate,ADJ
.,PONCT,ADJ,DET,NOM,RNNinoperate,PUNCT
“,PONCT,PUNCT,N,PUN,RNNinoperate,PUNCT
Ce,D,ADP,P,NOM,RNNinoperate,DET
comité,N,NOUN,NC,PRP:det,RNNinoperate,NOUN
interministériel,A,PUNCT,PUNC,NOM,RNNinoperate,ADJ
traduit,V,VERB,CS,PRP,RNNinoperate,VERB
la,D,DET,NC,DET:ART,RNNinoperate,DET
volonté,N,NOUN,NPP,NOM,RNNinoperate,NOUN
du,P+D,ADP,V,PRP:det,RNNinoperate,ADP+DET
gouvernement,N,DET,ADV,NOM,RNNinoperate,NOUN
de,P,NOUN,VPP,PUN,RNNinoperate,ADP
débloquer,V,DET,VINF,KON,RNNinoperate,VERB
les,D,NOUN,VPP,PRO:PER,RNNinoperate,DET
trois,D,PUNCT,P,PRO:PER,RNNinoperate,NUM
modes,N,CCONJ,N,VER:pres,RNNinoperate,NOUN
de,P,PRON,PUNC,VER:pper,RNNinoperate,ADP
transport,N,PRON,CS,PRP,RNNinoperate,NOUN
afin,P,AUX,CLS,VER:infi,RNNinoperate,ADP
d',P,VERB,V,DET:ART,RNNinoperate,ADP
offrir,V,ADP,VINF,NOM,RNNinoperate,VERB
aux,P+D,VERB,P,PRP,RNNinoperate,ADP+DET
entreprises,N,DET,ADJ,NOM,RNNinoperate,NOUN
les,D,NOUN,ADV,PRP,RNNinoperate,DET
meilleurs,A,ADP,CC,DET:ART,RNNinoperate,ADJ
coûts,N,NOUN,P,NOM,RNNinoperate,NOUN
",",PONCT,ADP,DET,ADJ,RNNinoperate,PUNCT
afin,P,DET,ADJ,SENT,RNNinoperate,ADP
de,P,NOUN,NC,PRP,RNNinoperate,ADP
parfaire,V,ADJ,DET,PRP,RNNinoperate,VERB
l',D,PUNCT,NC,DET:ART,RNNinoperate,DET
aménagement,N,NOUN,P,NOM,RNNinoperate,NOUN
de,P,ADP,DET,PRP,RNNinoperate,ADP
notre,D,DET,NPP,DET:ART,RNNinoperate,DET
territoire,N,NOUN,P,NAM,RNNinoperate,NOUN
et,C,ADP,NC,PRP,RNNinoperate,CCONJ
afin,P,DET,P,NOM,RNNinoperate,ADP
de,P,PROPN,ADJ,PRP,RNNinoperate,ADP
protéger,V,PRON,NC,NAM,RNNinoperate,VERB
au,P+D,VERB,ADJ,PUN,RNNinoperate,ADP+DET
mieux,N,ADP,PUNC,PRP,RNNinoperate,ADV
l',D,PROPN,PUNC,PUN,RNNinoperate,DET
environnement,N,PUNCT,DET,NAM,RNNinoperate,NOUN
",",PONCT,ADP,NC,PUN,RNNinoperate,PUNCT
explique,V,PUNCT,ADJ,NUM,RNNinoperate,VERB
Mr,N,PROPN,V,NOM,RNNinoperate,NOUN
Georges,N,PUNCT,DET,PRP,RNNinoperate,PROPN
Sarre,N,NUM,NC,NOM,RNNinoperate,PROPN
",",PONCT,NOUN,P,PUN,RNNinoperate,PUNCT
secrétaire,N,ADP,NC,KON,RNNinoperate,NOUN
d',P,NOUN,P,PRP,RNNinoperate,ADP
état,N,PUNCT,VINF,DET:ART,RNNinoperate,NOUN
chargé,N,CCONJ,DET,NOM,RNNinoperate,VERB
des,P+D,ADP,ADJ,NAM,RNNinoperate,ADP+DET
transports,N,DET,NC,PUN,RNNinoperate,NOUN
fluviaux,A,NOUN,P,NAM,RNNinoperate,ADJ
et,C,NOUN,NC,PUN,RNNinoperate,CCONJ
routiers,A,PUNCT,P,NUM,RNNinoperate,ADJ
.,PONCT,PROPN,P,NOM,RNNinoperate,PUNCT
Le,D,PUNCT,VINF,PRP,RNNinoperate,DET
comité,N,NUM,P,NOM,RNNinoperate,NOUN
a,V,NOUN,NC,PUN,RNNinoperate,AUX
mis,V,ADP,DET,PRO:REL,RNNinoperate,VERB
en,P,NOUN,ADJ,ABR,RNNinoperate,ADP
place,N,PUNCT,NC,NAM,RNNinoperate,NOUN
un,D,SCONJ,PUNC,VER:pres,RNNinoperate,DET
financement,N,PROPN,P,ADV,RNNinoperate,NOUN
pérenne,A,PROPN,P,VER:pper,RNNinoperate,ADJ
et,C,AUX,VINF,VER:infi,RNNinoperate,CCONJ
supplémentaire,A,ADV,DET,VER:pper,RNNinoperate,ADJ
puisqu',C,AUX,NC,PRP,RNNinoperate,SCONJ
il,CL,VERB,P,NUM,RNNinoperate,PRON
s',CL,VERB,DET,PUN,RNNinoperate,PRON
ajoutera,V,ADP,NC,ADV,RNNinoperate,VERB
aux,P+D,NUM,CC,PRO:PER,RNNinoperate,ADP+DET
